,PLAYER,POS,Lane Agility Time (seconds),Shuttle Run (seconds),Three Quarter Sprint (seconds),Standing Vertical Leap (inches),Max Vertical Leap (inches),Max Bench Press (repetitions)
2223,Wendell Carter,C-PF,-,-,-,-,-,-
2224,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
2225,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
2226,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
2227,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
2228,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
2229,Keenan Evans,PG,-,-,-,-,-,-
2230,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
2231,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
2232,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
2233,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
2234,Isaac Haas,C,-,-,-,-,-,-
2235,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
2236,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
2237,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
2238,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
2239,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
2240,Jaren Jackson,PF-C,-,-,-,-,-,-
2241,Justin Jackson,PF,-,-,-,-,-,-
2242,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
2243,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
2244,Kevin Knox,SF,-,-,-,-,-,-
2245,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
2246,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
2247,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
2248,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
2249,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
2250,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
2251,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
2252,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
2253,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
2254,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
2255,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
2256,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
2257,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
2258,Michael Porter,SF-PF,-,-,-,-,-,-
2259,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
2260,Jerome Robinson,SG,-,-,-,-,-,-
2261,Collin Sexton,PG,-,-,-,-,-,-
2262,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
2263,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
2264,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
2265,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
2266,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
2267,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
2268,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
2269,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
2270,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
2271,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
2272,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
2273,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
2274,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
2275,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
2276,Trae Young,PG,-,-,-,-,-,-
2277,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
2278,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
2279,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
2280,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
2281,Mohamed Bamba,C,-,-,-,-,-,-
2282,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
2283,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
2284,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
2285,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
2286,Miles Bridges,SF,-,-,-,-,-,-
2287,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
2288,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
2289,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
2290,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
2291,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
2292,Wendell Carter,C-PF,-,-,-,-,-,-
2293,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
2294,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
2295,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
2296,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
2297,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
2298,Keenan Evans,PG,-,-,-,-,-,-
2299,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
2300,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
2301,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
2302,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
2303,Isaac Haas,C,-,-,-,-,-,-
2304,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
2305,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
2306,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
2307,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
2308,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
2309,Jaren Jackson,PF-C,-,-,-,-,-,-
2310,Justin Jackson,PF,-,-,-,-,-,-
2311,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
2312,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
2313,Kevin Knox,SF,-,-,-,-,-,-
2314,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
2315,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
2316,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
2317,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
2318,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
2319,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
2320,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
2321,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
2322,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
2323,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
2324,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
2325,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
2326,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
2327,Michael Porter,SF-PF,-,-,-,-,-,-
2328,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
2329,Jerome Robinson,SG,-,-,-,-,-,-
2330,Collin Sexton,PG,-,-,-,-,-,-
2331,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
2332,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
2333,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
2334,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
2335,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
2336,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
2337,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
2338,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
2339,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
2340,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
2341,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
2342,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
2343,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
2344,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
2345,Trae Young,PG,-,-,-,-,-,-
2346,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
2347,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
2348,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
2349,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
2350,Mohamed Bamba,C,-,-,-,-,-,-
2351,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
2352,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
2353,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
2354,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
2355,Miles Bridges,SF,-,-,-,-,-,-
2356,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
2357,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
2358,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
2359,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
2360,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
2361,Wendell Carter,C-PF,-,-,-,-,-,-
2362,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
2363,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
2364,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
2365,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
2366,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
2367,Keenan Evans,PG,-,-,-,-,-,-
2368,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
2369,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
2370,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
2371,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
2372,Isaac Haas,C,-,-,-,-,-,-
2373,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
2374,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
2375,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
2376,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
2377,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
2378,Jaren Jackson,PF-C,-,-,-,-,-,-
2379,Justin Jackson,PF,-,-,-,-,-,-
2380,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
2381,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
2382,Kevin Knox,SF,-,-,-,-,-,-
2383,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
2384,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
2385,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
2386,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
2387,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
2388,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
2389,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
2390,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
2391,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
2392,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
2393,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
2394,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
2395,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
2396,Michael Porter,SF-PF,-,-,-,-,-,-
2397,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
2398,Jerome Robinson,SG,-,-,-,-,-,-
2399,Collin Sexton,PG,-,-,-,-,-,-
2400,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
2401,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
2402,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
2403,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
2404,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
2405,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
2406,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
2407,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
2408,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
2409,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
2410,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
2411,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
2412,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
2413,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
2414,Trae Young,PG,-,-,-,-,-,-
2415,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
2416,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
2417,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
2418,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
2419,Mohamed Bamba,C,-,-,-,-,-,-
2420,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
2421,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
2422,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
2423,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
2424,Miles Bridges,SF,-,-,-,-,-,-
2425,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
2426,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
2427,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
2428,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
2429,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
2430,Wendell Carter,C-PF,-,-,-,-,-,-
2431,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
2432,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
2433,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
2434,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
2435,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
2436,Keenan Evans,PG,-,-,-,-,-,-
2437,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
2438,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
2439,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
2440,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
2441,Isaac Haas,C,-,-,-,-,-,-
2442,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
2443,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
2444,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
2445,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
2446,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
2447,Jaren Jackson,PF-C,-,-,-,-,-,-
2448,Justin Jackson,PF,-,-,-,-,-,-
2449,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
2450,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
2451,Kevin Knox,SF,-,-,-,-,-,-
2452,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
2453,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
2454,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
2455,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
2456,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
2457,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
2458,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
2459,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
2460,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
2461,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
2462,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
2463,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
2464,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
2465,Michael Porter,SF-PF,-,-,-,-,-,-
2466,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
2467,Jerome Robinson,SG,-,-,-,-,-,-
2468,Collin Sexton,PG,-,-,-,-,-,-
2469,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
2470,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
2471,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
2472,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
2473,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
2474,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
2475,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
2476,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
2477,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
2478,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
2479,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
2480,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
2481,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
2482,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
2483,Trae Young,PG,-,-,-,-,-,-
2484,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
2485,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
2486,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
2487,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
2488,Mohamed Bamba,C,-,-,-,-,-,-
2489,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
2490,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
2491,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
2492,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
2493,Miles Bridges,SF,-,-,-,-,-,-
2494,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
2495,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
2496,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
2497,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
2498,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
2499,Wendell Carter,C-PF,-,-,-,-,-,-
2500,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
2501,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
2502,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
2503,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
2504,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
2505,Keenan Evans,PG,-,-,-,-,-,-
2506,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
2507,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
2508,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
2509,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
2510,Isaac Haas,C,-,-,-,-,-,-
2511,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
2512,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
2513,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
2514,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
2515,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
2516,Jaren Jackson,PF-C,-,-,-,-,-,-
2517,Justin Jackson,PF,-,-,-,-,-,-
2518,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
2519,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
2520,Kevin Knox,SF,-,-,-,-,-,-
2521,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
2522,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
2523,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
2524,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
2525,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
2526,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
2527,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
2528,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
2529,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
2530,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
2531,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
2532,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
2533,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
2534,Michael Porter,SF-PF,-,-,-,-,-,-
2535,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
2536,Jerome Robinson,SG,-,-,-,-,-,-
2537,Collin Sexton,PG,-,-,-,-,-,-
2538,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
2539,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
2540,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
2541,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
2542,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
2543,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
2544,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
2545,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
2546,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
2547,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
2548,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
2549,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
2550,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
2551,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
2552,Trae Young,PG,-,-,-,-,-,-
2553,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
2554,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
2555,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
2556,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
2557,Mohamed Bamba,C,-,-,-,-,-,-
2558,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
2559,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
2560,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
2561,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
2562,Miles Bridges,SF,-,-,-,-,-,-
2563,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
2564,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
2565,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
2566,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
2567,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
2568,Wendell Carter,C-PF,-,-,-,-,-,-
2569,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
2570,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
2571,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
2572,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
2573,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
2574,Keenan Evans,PG,-,-,-,-,-,-
2575,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
2576,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
2577,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
2578,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
2579,Isaac Haas,C,-,-,-,-,-,-
2580,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
2581,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
2582,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
2583,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
2584,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
2585,Jaren Jackson,PF-C,-,-,-,-,-,-
2586,Justin Jackson,PF,-,-,-,-,-,-
2587,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
2588,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
2589,Kevin Knox,SF,-,-,-,-,-,-
2590,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
2591,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
2592,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
2593,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
2594,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
2595,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
2596,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
2597,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
2598,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
2599,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
2600,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
2601,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
2602,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
2603,Michael Porter,SF-PF,-,-,-,-,-,-
2604,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
2605,Jerome Robinson,SG,-,-,-,-,-,-
2606,Collin Sexton,PG,-,-,-,-,-,-
2607,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
2608,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
2609,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
2610,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
2611,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
2612,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
2613,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
2614,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
