,Player,Team,Affiliation,Year,Round Number,Round Pick,Overall Pick
4765,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
4766,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
4767,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
4768,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
4769,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
4770,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
4771,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
4772,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
4773,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
4774,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
4775,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
4776,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
4777,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
4778,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
4779,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
4780,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
4781,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
4782,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
4783,George King,Phoenix Suns,Colorado,2018,2,29,59
4784,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
4785,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
4786,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
4787,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
4788,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
4789,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
4790,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
4791,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
4792,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
4793,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
4794,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
4795,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
4796,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
4797,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
4798,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
4799,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
4800,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
4801,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
4802,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
4803,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
4804,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
4805,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
4806,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
4807,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
4808,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
4809,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
4810,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
4811,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
4812,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
4813,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
4814,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
4815,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
4816,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
4817,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
4818,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
4819,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
4820,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
4821,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
4822,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
4823,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
4824,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
4825,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
4826,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
4827,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
4828,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
4829,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
4830,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
4831,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
4832,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
4833,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
4834,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
4835,Mitchell Robinson,New York Knicks,,2018,2,6,36
4836,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
4837,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
4838,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
4839,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
4840,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
4841,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
4842,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
4843,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
4844,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
4845,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
4846,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
4847,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
4848,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
4849,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
4850,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
4851,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
4852,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
4853,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
4854,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
4855,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
4856,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
4857,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
4858,George King,Phoenix Suns,Colorado,2018,2,29,59
4859,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
4860,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
4861,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
4862,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
4863,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
4864,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
4865,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
4866,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
4867,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
4868,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
4869,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
4870,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
4871,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
4872,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
4873,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
4874,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
4875,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
4876,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
4877,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
4878,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
4879,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
4880,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
4881,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
4882,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
4883,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
4884,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
4885,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
4886,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
4887,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
4888,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
4889,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
4890,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
4891,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
4892,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
4893,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
4894,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
4895,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
4896,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
4897,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
4898,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
4899,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
4900,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
4901,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
4902,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
4903,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
4904,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
4905,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
4906,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
4907,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
4908,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
4909,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
4910,Mitchell Robinson,New York Knicks,,2018,2,6,36
4911,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
4912,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
4913,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
4914,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
4915,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
4916,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
4917,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
4918,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
4919,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
4920,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
4921,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
4922,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
4923,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
4924,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
4925,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
4926,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
4927,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
4928,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
4929,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
4930,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
4931,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
4932,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
4933,George King,Phoenix Suns,Colorado,2018,2,29,59
4934,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
4935,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
4936,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
4937,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
4938,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
4939,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
4940,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
4941,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
4942,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
4943,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
4944,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
4945,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
4946,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
4947,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
4948,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
4949,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
4950,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
4951,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
4952,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
4953,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
4954,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
4955,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
4956,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
4957,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
4958,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
4959,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
4960,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
4961,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
4962,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
4963,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
4964,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
4965,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
4966,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
4967,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
4968,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
4969,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
4970,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
4971,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
4972,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
4973,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
4974,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
4975,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
4976,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
4977,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
4978,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
4979,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
4980,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
4981,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
4982,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
4983,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
4984,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
4985,Mitchell Robinson,New York Knicks,,2018,2,6,36
4986,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
4987,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
4988,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
4989,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
4990,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
4991,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
4992,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
4993,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
4994,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
4995,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
4996,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
4997,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
4998,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
4999,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
5000,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
5001,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
5002,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
5003,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
5004,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
5005,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
5006,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
5007,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
5008,George King,Phoenix Suns,Colorado,2018,2,29,59
5009,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
5010,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
5011,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
5012,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
5013,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
5014,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
5015,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
5016,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
5017,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
5018,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
5019,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
5020,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
5021,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
5022,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
5023,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
5024,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
5025,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
5026,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
5027,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
5028,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
5029,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
5030,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
5031,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
5032,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
5033,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
5034,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
5035,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
5036,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
5037,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
5038,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
5039,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
5040,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
5041,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
5042,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
5043,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
5044,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
5045,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
5046,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
5047,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
5048,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
5049,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
5050,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
5051,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
5052,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
5053,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
5054,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
5055,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
5056,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
5057,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
5058,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
5059,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
5060,Mitchell Robinson,New York Knicks,,2018,2,6,36
5061,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
5062,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
5063,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
5064,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
5065,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
5066,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
5067,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
5068,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
5069,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
5070,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
5071,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
5072,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
5073,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
5074,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
5075,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
5076,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
5077,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
5078,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
5079,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
5080,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
5081,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
5082,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
5083,George King,Phoenix Suns,Colorado,2018,2,29,59
5084,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
5085,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
5086,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
5087,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
5088,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
5089,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
5090,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
5091,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
5092,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
5093,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
5094,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
5095,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
5096,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
5097,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
5098,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
5099,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
5100,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
5101,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
5102,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
5103,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
5104,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
5105,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
5106,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
5107,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
5108,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
5109,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
5110,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
5111,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
5112,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
5113,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
5114,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
5115,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
5116,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
5117,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
5118,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
5119,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
5120,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
5121,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
5122,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
5123,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
5124,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
5125,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
5126,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
5127,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
