,PLAYER,POS,Off DribbleCollegeBreak Left,Off DribbleCollegeBreak Right,Off DribbleCollegeTop Key,Off DribbleFifteenBreak Left,Off DribbleFifteenBreak Right,Off DribbleFifteenTop Key,On TheMoveCollege,On TheMoveFifteen
1723,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
1724,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
1725,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
1726,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
1727,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1728,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
1729,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
1730,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
1731,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
1732,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
1733,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
1734,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
1735,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1736,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
1737,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
1738,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
1739,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
1740,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1741,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
1742,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
1743,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
1744,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
1745,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
1746,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
1747,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
1748,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1749,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
1750,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
1751,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
1752,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
1753,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
1754,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
1755,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
1756,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
1757,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
1758,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
1759,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
1760,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
1761,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
1762,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
1763,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
1764,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
1765,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
1766,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
1767,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
1768,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
1769,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
1770,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
1771,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
1772,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
1773,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
1774,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
1775,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
1776,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
1777,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
1778,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
1779,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
1780,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1781,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1782,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
1783,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
1784,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
1785,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
1786,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
1787,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1788,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
1789,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
1790,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
1791,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1792,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
1793,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
1794,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
1795,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
1796,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1797,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
1798,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
1799,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
1800,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
1801,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
1802,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
1803,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
1804,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1805,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
1806,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
1807,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
1808,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
1809,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1810,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
1811,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
1812,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
1813,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
1814,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
1815,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
1816,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
1817,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1818,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
1819,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
1820,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
1821,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
1822,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
1823,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
1824,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
1825,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
1826,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
1827,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
1828,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
1829,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
1830,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
1831,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
1832,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
1833,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
1834,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
1835,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
1836,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
1837,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
1838,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
1839,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
1840,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
1841,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
1842,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
1843,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
1844,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
1845,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
1846,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
1847,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
1848,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
1849,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1850,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1851,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
1852,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
1853,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
1854,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
1855,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
1856,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1857,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
1858,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
1859,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
1860,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1861,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
1862,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
1863,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
1864,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
1865,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1866,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
1867,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
1868,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
1869,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
1870,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
1871,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
1872,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
1873,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1874,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
1875,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
1876,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
1877,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
1878,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1879,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
1880,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
1881,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
1882,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
1883,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
1884,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
1885,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
1886,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1887,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
1888,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
1889,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
1890,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
1891,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
1892,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
1893,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
1894,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
1895,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
1896,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
1897,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
1898,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
1899,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
1900,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
1901,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
1902,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
1903,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
1904,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
1905,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
1906,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
1907,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
1908,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
1909,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
1910,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
1911,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
1912,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
1913,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
1914,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
1915,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
1916,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
1917,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
1918,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1919,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1920,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
1921,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
1922,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
1923,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
1924,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
1925,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1926,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
1927,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
1928,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
1929,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1930,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
1931,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
1932,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
1933,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
1934,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1935,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
1936,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
1937,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
1938,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
1939,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
1940,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
1941,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
1942,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1943,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
1944,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
1945,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
1946,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
1947,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1948,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
1949,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
1950,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
1951,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
1952,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
1953,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
1954,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
1955,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1956,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
1957,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
1958,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
1959,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
1960,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
1961,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
1962,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
1963,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
1964,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
1965,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
1966,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
1967,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
1968,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
1969,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
1970,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
1971,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
1972,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
1973,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
1974,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
1975,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
1976,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
1977,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
1978,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
1979,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
1980,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
1981,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
1982,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
1983,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
1984,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
1985,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
1986,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
1987,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
1988,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
1989,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
1990,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
1991,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
1992,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
1993,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
1994,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
1995,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
1996,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
1997,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
1998,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
1999,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
2000,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
2001,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
2002,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
2003,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
2004,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
2005,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
2006,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
2007,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
2008,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
2009,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
2010,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
2011,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
2012,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
2013,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
2014,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
2015,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
2016,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
2017,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
2018,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
2019,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
2020,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
2021,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
2022,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
2023,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
2024,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
2025,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
2026,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
2027,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
2028,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
2029,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
2030,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
2031,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
2032,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
2033,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
2034,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
2035,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
2036,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
2037,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
2038,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
2039,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
2040,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
