,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season,SeasonStart,SeasonEnd
1648,Rider,32,32,38.2,6.2,12.1,0.509,1.4,3.4,0.422,4.2,5.5,0.773,2.1,4.4,6.5,3.2,1.8,0.4,2.1,2.7,18,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1653,Marshall,22,19,21.6,3.7,7,0.529,0,0.3,0.167,2.9,4,0.719,2.3,3.9,6.2,0.7,0.5,0.7,2.8,1.7,10.4,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1657,Southern Mississippi,32,31,35.7,5.2,11.5,0.447,0.8,3.3,0.245,5.5,6.8,0.819,0.4,3.1,3.5,4.7,1.3,0.3,2.9,3.2,16.7,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1660,Southern Mississippi,32,31,35.7,5.2,11.5,0.447,0.8,3.3,0.245,5.5,6.8,0.819,0.4,3.1,3.5,4.7,1.3,0.3,2.9,3.2,16.7,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1662,Duke,36,18,11.9,1.7,2.9,0.575,0,0,0,0.7,0.8,0.828,1.8,1.9,3.7,0.4,0.4,0.8,2,0.7,4.1,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1667,Arkansas,29,28,32.8,5.3,12.5,0.424,1.1,3.4,0.31,3.1,5.2,0.603,1.7,3.8,5.5,5.9,1.1,0.1,2.7,4.4,14.8,https://basketball.realgm.com/player/Courtney-Fortson/NCAA/3642/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1674,Washington,35,0,15.6,0.9,1.9,0.441,0,0.1,0.25,0.4,0.6,0.619,0.9,1.7,2.5,1.2,0.4,0.3,1.6,1.1,2.1,https://basketball.realgm.com/player/Justin-Holiday/NCAA/6968/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1679,UTEP,37,34,33.7,1.6,4.4,0.358,0.4,1.6,0.262,2.1,3,0.691,0.7,4.4,5.1,6.4,1.4,0.5,2.5,2.2,5.6,https://basketball.realgm.com/player/Julyan-Stone/NCAA/8270/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1691,Virginia Tech,34,31,36.9,4.7,12.2,0.385,2.1,5.8,0.354,6.6,7.6,0.869,1,3,4,4.5,1.5,0.3,2.6,2.9,18.1,https://basketball.realgm.com/player/Malcolm-Delaney/NCAA/2301/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1696,Iowa State,32,32,32.9,3.5,8.5,0.407,0.3,1.6,0.22,2.6,3.6,0.707,0.3,2.9,3.2,5,0.9,0.1,1.6,3,9.8,https://basketball.realgm.com/player/Diante-Garrett/NCAA/4175/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1701,Colorado,31,31,37,5.3,11.2,0.476,1,2.9,0.36,5.7,6.8,0.83,0.6,4.8,5.4,2.6,1.9,0.4,2.5,2.8,17.4,https://basketball.realgm.com/player/Cory-Higgins/NCAA/4071/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1706,Boston University,30,27,35.5,6.2,13.3,0.464,2.7,6.7,0.396,3.1,4,0.769,2.2,3.3,5.5,1.3,1.8,0.4,2.3,1.7,18.1,https://basketball.realgm.com/player/John-Holland/NCAA/17700/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1716,Dayton,35,32,26.1,4.7,9.9,0.478,0.3,1.3,0.25,3.5,5.1,0.676,2.7,3.9,6.6,0.9,0.9,1.3,2.9,2.4,13.3,https://basketball.realgm.com/player/Chris-Wright/NCAA/2536/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1726,Oregon State,34,14,19.9,2.4,5.6,0.432,0.9,2.6,0.344,0.9,1.5,0.577,0.8,2.4,3.1,0.8,0.5,0.4,1.5,1.5,6.6,https://basketball.realgm.com/player/Omari-Johnson/NCAA/6809/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1731,St. John's,34,34,34.6,3.9,9.8,0.402,1.1,3.2,0.333,4,5.5,0.733,1.7,4.9,6.6,3,1.5,0.4,2.2,2.1,13,https://basketball.realgm.com/player/DJ-Kennedy/NCAA/6467/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1736,Michigan State,38,37,31.9,4.6,11.5,0.395,1.1,2.8,0.39,4.5,5.6,0.808,0.7,1.4,2.1,4.6,1,0.2,1.3,2.2,14.7,https://basketball.realgm.com/player/Kalin-Lucas/NCAA/2313/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1741,Kansas State,34,33,30.2,4.5,11.9,0.38,2.2,6.6,0.335,2.7,3.7,0.728,0.7,1.9,2.7,3.2,1.6,0.1,2.2,2.9,13.9,https://basketball.realgm.com/player/Jacob-Pullen/NCAA/4073/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1751,Pepperdine,32,30,28.4,3.5,10.2,0.339,1.1,3.6,0.302,1.6,2.1,0.773,1.2,2.3,3.5,1.2,0.9,0.6,1.8,2,9.6,https://basketball.realgm.com/player/Mychel-Thompson/NCAA/8430/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1756,Georgetown,31,31,32.9,4.4,9.1,0.481,1,3.1,0.323,2.7,3.7,0.737,0.3,2.7,3,3.8,1.1,0.1,2.1,2.4,12.5,https://basketball.realgm.com/player/Chris-Wright/NCAA/2157/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1761,Richmond,36,36,36.8,5.9,13,0.457,0.9,3.3,0.288,3.7,5,0.749,0.8,2.1,2.9,2.8,1.3,0.1,2.2,2.3,16.6,https://basketball.realgm.com/player/Kevin-Anderson/NCAA/9603/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1766,Pittsburgh,32,0,19.5,1.9,4.5,0.434,0.3,1.2,0.282,1.2,1.7,0.698,1.2,1.9,3.1,1.3,0.5,0.3,1.6,1.1,5.4,https://basketball.realgm.com/player/Gilbert-Brown/NCAA/6232/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1774,Youngstown State,29,7,12.5,1,2.6,0.387,0.4,1.2,0.353,1.3,1.7,0.76,0.4,0.7,1.1,1.7,0.4,0,1,1.1,3.7,https://basketball.realgm.com/player/Vance-Cooksey/NCAA/15856/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1782,Virginia,23,2,10.4,1.4,4.1,0.347,0.6,1.8,0.341,0.8,0.9,0.9,0.2,0.5,0.7,0.6,0.2,0.1,1.2,0.9,4.3,https://basketball.realgm.com/player/Mustapha-Farrakhan/NCAA/3754/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1790,Texas-San Antonio,27,19,28,3.6,8.5,0.424,0.8,2.4,0.333,4.3,5.8,0.75,1,2.7,3.7,3.3,3,0.4,2.7,2.2,12.3,https://basketball.realgm.com/player/Devin-Gibson/NCAA/9551/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1795,Ole Miss,31,23,25.6,2.7,6.9,0.397,0.8,2.2,0.382,2.2,2.7,0.8,0.7,2.4,3.1,1.4,0.6,0.2,2.4,2.1,8.5,https://basketball.realgm.com/player/Zach-Graham/NCAA/5790/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1800,Gonzaga,34,11,27.1,3.2,7.1,0.45,1.5,4.2,0.359,1.2,1.6,0.714,1.2,2,3.2,2.1,1,0.3,1.7,0.9,9.1,https://basketball.realgm.com/player/Steven-Gray/NCAA/8335/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1805,Morehead State,36,35,32.5,3.8,10.1,0.375,1.1,3.3,0.336,1.8,2.4,0.767,1,3,4.1,3.4,1.2,0.7,2.9,3.8,10.6,https://basketball.realgm.com/player/Demonte-Harper/NCAA/12267/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1810,Old Dominion,35,21,18.9,3.1,5.9,0.524,0,0,0,1.3,2.1,0.639,2.3,3,5.3,0.7,0.6,0.9,2.1,0.9,7.5,https://basketball.realgm.com/player/Frank-Hassell/NCAA/9583/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1815,Seton Hall,32,31,36.3,7.3,17.2,0.427,3.3,9.1,0.362,4.7,6.4,0.74,1.3,2.5,3.8,0.9,1.8,0,2,2.2,22.7,https://basketball.realgm.com/player/Jeremy-Hazell/NCAA/6371/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1820,St. John's,33,31,34.6,5.5,12.6,0.435,1.8,5.5,0.335,1.8,2.6,0.678,1.5,1.8,3.4,2.2,1.6,0.5,2.2,2.1,14.6,https://basketball.realgm.com/player/Paris-Horne/NCAA/6475/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1825,Syracuse,38,27,22,3.7,5.9,0.623,0,0,0,1,2,0.481,2.1,3.7,5.8,0.9,0.9,1.6,2,1.6,8.3,https://basketball.realgm.com/player/Rick-Jackson/NCAA/2357/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1830,Northern Arizona,27,23,28.3,4.9,9.6,0.512,1.4,3.1,0.44,1.4,1.9,0.765,0.7,1.9,2.6,2.8,1.2,0,1.4,2.5,12.7,https://basketball.realgm.com/player/Cameron-Jones/NCAA/9731/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1835,Ohio State,33,31,21.5,1.8,2.6,0.718,0,0,0,1,2.2,0.458,1.3,2.3,3.6,0.2,0.3,2,2.4,1.3,4.7,https://basketball.realgm.com/player/Dallas-Lauderdale/NCAA/3954/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1840,Ohio State,7,7,32.9,3.4,7.3,0.471,0.7,2.7,0.263,2.1,4,0.536,1.7,4,5.7,1.9,1.4,0.3,2,1.9,9.7,https://basketball.realgm.com/player/David-Lighty/NCAA/3956/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1846,Illinois,34,32,30.6,4.1,10,0.411,1.6,5.3,0.313,1.6,2.1,0.764,0.3,2.3,2.6,4.6,0.9,0.2,1.5,2.4,11.5,https://basketball.realgm.com/player/Demetri-McCamey/NCAA/2506/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1851,Saint Mary's,35,13,21.3,1.5,3.6,0.417,0.9,2.1,0.405,1.5,2,0.743,0.2,1.1,1.3,2.2,0.6,0.1,1.4,1.7,5.4,https://basketball.realgm.com/player/Mickey-McConnell/NCAA/8531/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1859,San Jose State,20,18,29.1,5.5,12.7,0.429,0.8,3.4,0.254,3.6,4.8,0.753,0.5,1.6,2,2,0.7,0.5,2.1,3.4,15.4,https://basketball.realgm.com/player/Adrian-Oliver/NCAA/6974/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1865,Montana,29,12,19.4,2.1,4.4,0.488,0,0,0,1.3,2.3,0.574,1.7,3.2,5,0.6,0.2,1.8,2.3,1.1,5.6,https://basketball.realgm.com/player/Brian-Qvale/NCAA/3606/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1870,Duquesne,34,34,34.6,5.3,9.6,0.546,1.1,3.2,0.343,1.5,2.9,0.51,2.5,5.1,7.6,2.3,2.1,2.4,3,2,13.1,https://basketball.realgm.com/player/Damian-Saunders/NCAA/8222/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1875,Notre Dame,20,0,4.7,1,1.6,0.645,0.1,0.3,0.429,0.3,0.5,0.778,0.3,0.8,1.1,0.3,0.2,0.1,0.5,0.1,2.5,https://basketball.realgm.com/player/Carleton-Scott/NCAA/6195/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1879,Dayton,32,1,11.8,1.1,2.2,0.493,0,0,0,0.6,1,0.606,1,1.3,2.4,0.4,0.2,0.3,1.3,0.7,2.8,https://basketball.realgm.com/player/Devin-Searcy/NCAA/10337/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1884,USC,27,6,10.9,0.8,2.1,0.379,0,0.1,0,0.3,0.6,0.5,0.4,0.7,1.2,0.4,0.3,0.2,1.5,0.8,1.9,https://basketball.realgm.com/player/Marcus-Simmons/NCAA/6923/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1889,Michigan State,38,13,21.3,3.1,7,0.434,1.2,3.1,0.385,1.3,1.8,0.721,1.3,2.1,3.4,0.8,0.7,0.3,1.5,1.4,8.6,https://basketball.realgm.com/player/Durrell-Summers/NCAA/2359/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1894,Illinois,34,34,24.7,4.3,8.1,0.531,0,0.1,0.2,1.5,1.9,0.797,1.3,2.7,4,0.6,0.3,1.4,3,1.4,10.2,https://basketball.realgm.com/player/Mike-Tisdale/NCAA/2505/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1899,Pittsburgh,36,0,19,1.8,4,0.462,0.6,1.6,0.39,1.5,2,0.746,0.4,2.9,3.2,2.1,0.8,0.2,2.3,1.7,5.8,https://basketball.realgm.com/player/Brad-Wanamaker/NCAA/6228/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1904,San Diego State,34,30,21.8,3.6,5.5,0.663,0,0,0,1.3,1.9,0.667,1.5,2.2,3.7,0.8,0.9,0.8,2.3,1.3,8.6,https://basketball.realgm.com/player/Billy-White/NCAA/9900/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1908,Saint Louis,32,22,21.6,3,5.5,0.551,0,0,0,1.7,3,0.546,1.9,2.7,4.6,0.2,0.2,1.2,2.6,1.2,7.7,https://basketball.realgm.com/player/Willie-Reed/NCAA/10776/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1915,Tennessee,34,30,23.4,3.3,7.8,0.428,1.4,3.8,0.357,1.2,1.9,0.625,0.7,2,2.7,1.4,0.6,0.3,1.5,1.5,9.2,https://basketball.realgm.com/player/Scotty-Hopson/NCAA/2184/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1919,Northern Illinois,29,27,31.5,5.5,13.2,0.415,1.6,4.3,0.371,4.4,6.5,0.672,1.2,4.2,5.4,2.4,1.6,0.1,2.4,3.2,16.9,https://basketball.realgm.com/player/Jake-Anderson/NCAA/2544/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1924,Minnesota,28,5,16,1.7,4.6,0.362,0.1,0.7,0.211,1.8,2.4,0.773,1.9,2.6,4.5,1,0.7,0.5,1.9,1.2,5.3,https://basketball.realgm.com/player/Paul-Carter/NCAA/3921/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1927,Oregon,29,24,19.9,3.1,6.3,0.495,0,0,0,2.1,3.7,0.579,1.8,2.8,4.6,0.5,0.8,1,2.9,1.6,8.4,https://basketball.realgm.com/player/Mike-Dunigan/NCAA/2177/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1931,Charlotte,30,6,19.3,2.8,5.9,0.472,0,0.1,0.5,1.8,2.3,0.757,2,2.2,4.2,0.5,0.2,1.4,2.9,1,7.3,https://basketball.realgm.com/player/Phil-Jones/NCAA/10303/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1937,Old Dominion,35,9,16.3,1.7,4,0.433,0.3,1,0.265,0.8,1.8,0.429,0.9,2.1,3.1,1.5,0.9,0.2,1.5,1.5,4.5,https://basketball.realgm.com/player/Kent-Bazemore/NCAA/18858/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1942,Alabama,32,31,24.8,3.9,7.3,0.538,0,0,0,2.4,3.3,0.71,3.4,4.1,7.6,0.8,0.9,1.6,3.1,2.1,10.2,https://basketball.realgm.com/player/JaMychal-Green/NCAA/2187/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1947,Dayton,34,2,16.2,1.9,4.4,0.424,0.7,2.1,0.343,1.8,2.3,0.772,2.1,3.1,5.2,0.6,0.5,0.1,1,0.8,6.3,https://basketball.realgm.com/player/Chris-Johnson/NCAA/9587/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1952,Georgetown,28,0,9.8,0.8,1.9,0.404,0.1,0.4,0.167,0.4,0.6,0.588,0.6,1.1,1.7,0.3,0.3,0.6,1,0.5,1.9,https://basketball.realgm.com/player/Henry-Sims/NCAA/2371/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1957,California,33,0,18.7,1.7,3.8,0.452,0.2,0.8,0.308,1,1.6,0.642,0.7,2.5,3.2,1.8,0.8,0,2.3,1.6,4.7,https://basketball.realgm.com/player/Jorge-Gutierrez/NCAA/6724/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1962,Wichita State,34,34,28.2,3.8,10.1,0.371,1.5,4.7,0.321,2,2.6,0.753,0.8,2.9,3.8,2.5,1.3,0.4,2,2.8,11,https://basketball.realgm.com/player/Toure-Murry/NCAA/7565/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1970,Miami (FL),32,3,11,1,3.1,0.337,0,0.4,0.077,0.6,0.9,0.633,0.6,1.1,1.7,0.5,0.3,0.4,1,0.9,2.7,https://basketball.realgm.com/player/DeQuan-Jones/NCAA/2365/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1975,Iona,31,27,27,2.9,7.2,0.405,0.5,1.7,0.278,3,4.3,0.694,0.8,2.5,3.3,4.8,1.3,0.1,2.3,3.4,9.3,https://basketball.realgm.com/player/Scott-Machado/NCAA/18146/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1980,UC Santa Barbara,31,6,21,2.5,5.4,0.464,0.7,2,0.361,2.2,2.8,0.77,0.7,2.6,3.3,1.5,0.5,0.2,1.8,1.4,7.9,https://basketball.realgm.com/player/James-Nunnally/NCAA/16887/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1984,Manhattan,29,27,32.6,4.6,12.7,0.362,1.4,4.8,0.288,2.9,3.9,0.728,1.1,4.6,5.7,1.2,1.1,0.3,1.7,2.2,13.4,https://basketball.realgm.com/player/Chris-Smith/NCAA/6119/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1990,Long Beach State,30,28,29.6,3.3,8,0.414,0.5,1.8,0.273,2.1,2.9,0.705,0.4,1.8,2.1,4.1,1.1,0,2,2.8,9.2,https://basketball.realgm.com/player/Casper-Ware/NCAA/16617/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
1995,NC State,24,7,14.7,1.3,3.1,0.427,0.7,1.8,0.372,0.4,0.6,0.6,0.2,1,1.2,0.8,0.3,0.4,1.1,0.5,3.7,https://basketball.realgm.com/player/CJ-Williams/NCAA/3773/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2003,UNLV,32,21,26.7,2.1,5.6,0.372,0.9,2.7,0.329,1.1,1.7,0.667,0.4,1.8,2.2,3.4,0.9,0.3,1.8,1.8,6.2,https://basketball.realgm.com/player/Oscar-Bellfield/NCAA/10009/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2008,Temple,25,1,9.2,1.1,2.4,0.467,0,0,0,0.4,0.8,0.55,0.7,1.4,2.1,0.1,0.2,0.5,1.1,0.7,2.7,https://basketball.realgm.com/player/Micheal-Eric/NCAA/10879/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2013,Arizona,35,27,24.1,1.8,4,0.45,0.7,1.7,0.383,1.9,2.4,0.783,0.9,1.6,2.5,1.7,0.9,0.1,1.7,1.2,6.1,https://basketball.realgm.com/player/Kyle-Fogg/NCAA/6649/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2018,Vanderbilt,23,0,14.1,1.8,3.9,0.472,0.5,1.3,0.355,1,1.3,0.71,0.9,2.3,3.3,0.3,0.4,0.5,1.1,1.1,5.1,https://basketball.realgm.com/player/Lance-Goulbourne/NCAA/5966/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2029,Oral Roberts,31,31,26.1,3.3,7.6,0.426,0.8,2.4,0.333,2.3,2.8,0.814,1,2.2,3.2,1.3,0.6,0.4,2.5,1.2,9.6,https://basketball.realgm.com/player/Dominique-Morrison/NCAA/13022/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2034,UC Santa Barbara,31,5,11.2,1.5,2.7,0.548,0,0,0,0.6,1,0.613,0.5,1.9,2.4,0.5,0,1.2,1.3,1.1,3.6,https://basketball.realgm.com/player/Greg-Somogyi/NCAA/16884/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2039,Buffalo,33,30,12.4,1.5,3.4,0.451,0,0,0,0.5,1,0.562,1.1,1.2,2.3,0.5,0.3,0.5,1.2,0.8,3.6,https://basketball.realgm.com/player/Mitchell-Watt/NCAA/11443/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2044,Memphis,31,5,13.7,1.5,3.2,0.48,0.1,0.5,0.214,0.8,1.6,0.51,0.5,1.7,2.2,0.8,0.7,0.4,2,1,4,https://basketball.realgm.com/player/Wesley-Witherspoon/NCAA/2538/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2059,UCLA,34,0,10.9,1.5,2.7,0.565,0,0,0,0.5,1.1,0.5,1.3,2.1,3.4,0.2,0.5,0.4,1.6,0.7,3.6,https://basketball.realgm.com/player/Drew-Gordon/NCAA/2412/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2064,West Virginia,35,0,19.3,2.7,5.5,0.495,0.1,0.4,0.214,0.7,1.3,0.565,1.9,3,4.9,0.6,0.6,0.7,1.4,0.5,6.3,https://basketball.realgm.com/player/Kevin-Jones/NCAA/2370/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2073,Mississippi State,36,36,31.6,3,8.5,0.35,1.5,4.4,0.331,3.4,4.7,0.718,0.8,2.8,3.6,4.3,1.4,0,2.2,2.8,10.8,https://basketball.realgm.com/player/Dee-Bost/NCAA/4806/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2077,Utah,34,34,29.4,3.6,7.9,0.456,0.2,1,0.176,1.9,2.8,0.684,1.2,3.9,5.2,3.3,0.7,0.4,2.1,2.2,9.3,https://basketball.realgm.com/player/Carlon-Brown/NCAA/9734/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2082,Cleveland State,24,22,29,3,5.9,0.514,0.2,0.5,0.385,1.1,1.6,0.711,2.7,3,5.7,2.5,1.7,0.2,2,1.8,7.4,https://basketball.realgm.com/player/DAundray-Brown/NCAA/15428/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2088,Duke,13,0,3.8,0.2,1,0.231,0,0.2,0,0.2,0.5,0.333,0.5,0.5,0.9,0.2,0,0.1,0.2,0.6,0.6,https://basketball.realgm.com/player/Olek-Czyz/NCAA/3655/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2093,Xavier,33,13,21.5,1.5,4.2,0.35,0.5,1.6,0.327,2.1,2.6,0.782,0.1,1.9,2,2.2,0.7,0.1,1.9,1.9,5.5,https://basketball.realgm.com/player/Tu-Holloway/NCAA/10919/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2102,Stanford,34,28,20.7,2.9,5.1,0.561,0,0,0,1.2,1.8,0.667,1.4,2.2,3.6,0.8,0.9,0.8,2.5,0.9,6.9,https://basketball.realgm.com/player/Josh-Owens/NCAA/6855/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2108,Northwestern,31,31,18.5,2.7,5.7,0.466,0.8,2.4,0.347,1.1,1.5,0.745,1.1,1.9,3,1,0.5,0.6,1.2,1.2,7.3,https://basketball.realgm.com/player/John-Shurna/NCAA/3940/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2112,Virginia Tech,30,3,18.9,1,3.2,0.299,0.3,1.4,0.195,0.5,0.8,0.625,0.5,1.2,1.7,2.4,0.6,0,1.2,1.2,2.7,https://basketball.realgm.com/player/Hank-Thorns/NCAA/3705/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2131,Liberty,35,34,36.5,7,16.7,0.418,2.9,8.4,0.347,3.4,4.1,0.832,0.7,3.7,4.3,2.2,1.4,0.3,1.5,2.3,20.3,https://basketball.realgm.com/player/Seth-Curry/NCAA/4873/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2287,Penn State,32,0,10.1,0.9,2.6,0.337,0.7,2,0.349,0.4,0.7,0.619,0.4,0.7,1.1,0.5,0.3,0.1,0.3,0.5,2.8,https://basketball.realgm.com/player/Chris-Babb/NCAA/3969/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2292,North Carolina,36,0,9.9,0.5,1.5,0.345,0.2,0.7,0.231,0.2,0.4,0.467,0.1,1,1.1,2.1,0.4,0,1,1.2,1.4,https://basketball.realgm.com/player/Larry-Drew/NCAA/2172/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2297,UMKC,31,13,18.7,1.3,3.2,0.408,0.2,1.1,0.212,0.8,1.4,0.571,0.5,2.5,3,1.3,0.5,0,2.2,0.8,3.6,https://basketball.realgm.com/player/Trey-McKinney-Jones/NCAA/13175/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2312,Florida,34,1,12.5,1.8,3.8,0.484,0,0,0,0.7,1.4,0.511,1,1.7,2.7,0.1,0.2,0.7,1.4,0.8,4.4,https://basketball.realgm.com/player/Kenny-Kadji/NCAA/5633/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
2595,George Mason,32,6,23,2.8,5.6,0.503,0.3,1.1,0.324,1.7,2.4,0.692,1.2,2.2,3.5,3,0.8,0.2,2.1,2.2,7.7,https://basketball.realgm.com/player/Luke-Hancock/NCAA/18586/2009/By_Season/Per_Game,Undrafted,2008-09,1/1/2008,1/1/2009
296,Pitt,11,0,9.8,0.5,2.2,0.25,0.5,1,0.455,0.5,1,0.545,0.4,0.7,1.1,0.4,0.3,0.5,0.7,0.5,2.1,https://www.sports-reference.com/cbb/players/lamar-patterson-1.html,Drafted,2009-10,1/1/2009,1/1/2010
